source	target	search_result
Manifestantes ou PM?	Demonstrators or the military police?	#Mais Médicos
Foda-se: cinco policiais batendo em um homem dominado.  É esse o nó.”	Fuck it: five police officers beating an already subdued man. That's the problem.”	(…) “vimos também homens armados a paisana circulando o local e quando passamos na frente do prédio do pelotão especial da Guarda Municipal foi possível perceber uma forte movimentação à 1 hora da manhã”, afirmou um dos manifestantes que preferiu não se identificar.
Foto: Mídia Ninja, CC-BY 2.0	Photo: Mídia Ninja, CC-BY 2.0	Image by Mídia Ninja CC BY 2.0.
Algumas fontes informam que manifestantes jogaram pedras na polícia.	Some sources report that protesters threw stones at the police.	A polícia catarinense ainda investiga as circunstâncias da morte do blogueiro.
O jornalista Leonardo Sakamoto, que estava na manifestação, escreveu em seu facebook:	Journalist Leonardo Sakamoto, who was at the rally, wrote on his Facebook page:	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Um pequeno grupo provocou os policiais, espalhou lixo e bateu nas portas das lojas.	A small group provoked the police, spread garbage and hit the doors of shops.	Alguém fez vibrar um diapasão, a multidão percebeu o tom e procurou a mesma afinação.
Eles, que teoricamente deveriam ser treinados para reagir de forma controlada nessas situações, responderam com gás lacrimogêneo, bombas de efeito moral e balas de borracha, atingindo e dispersando a manifestação - que seguia pacífica - e assustando pessoas que nem participavam da marcha.	The police, which theoretically should be trained to react in a controlled manner in these situations, responded with tear gas, stun grenades and rubber bullets, hitting and dispersing the demonstrators - who were peaceful - scaring people who weren't even taking part in it.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Não vou dizer que não mudou nada de 2013 para cá porque, pelo jeito, estão com estoque renovado desses armamentos.	I will not say that nothing has changed since 2013 because it seems that they have a renewed stock of those weapons.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
A manifestação conseguiu caminhar pouco depois das 17h, saindo do centro da cidade em direção à Avenida Paulista, principal via da cidade.	The demonstration began a little after 17h without incident, marching out of the city center towards Paulista Avenue, São Paulo's main thoroughfare.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O jornalista espanhol Bernardo Gutierrez denunciou a provocação e posterior repressão da polícia, no Twitter:	I was in the #contratarifa [against the tariff] protest in São Paulo.	A polícia catarinense ainda investiga as circunstâncias da morte do blogueiro.
Eu estava no protesto #contratarifa em Sao paulo.  (I) a PM ficou provocando durante o protesto todo, com a técnica do envelope e agressivos - Bernardo Gutiérrez (@bernardosampa) 9 janeiro 2015	(I) the military police were provoking a response throughout the protest, by Kettling and [by being] aggressive	[…] Na confusão perdi meu celular e algumas outras coisas.  O acampamento ficou desbaratado e os ânimos devastados.
(II) como jornalista fui desrespeitado pela PM.	(II) as a journalist I was disrespected by the military police.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
PM lançou bombas de efeito moral e gás lacrimogêneo sem motivo, contra os manifestantes - Bernardo Gutiérrez (@bernardosampa) 9 janeiro 2015	They launched stun grenades and tear gas for no reason against protesters	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
(III) A PM parecia ter ordens para impedir a chegada do protesto #contratarifa na Av Paulista.	(III) The military police seemed to have orders to prevent the arrival of the #contratarifa protest on Avenida Paulista.	O protesto não tem prazo para terminar.
Tinha muita gente:entre 10 e 15.000 pessoas - Bernardo Gutiérrez (@bernardosampa) 9 janeiro 2015	There were a lot of people: from 10 to 15,000 people	Foi terrível para muita gente, para muitas famílias.
Pequenos grupos de manifestantes dispersos circularam pelas imediações, sendo perseguidos por policias e ao menos 32 manifestantes acabaram presos.	Small groups of protesters who were dispersed moved into the surrounding areas and were pursued by police.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O professor Pablo Ortellado informou que foram 38 os detidos.	At least 32 demonstrators were arrested, while Ortellado, the professor, reported that 38 were detained.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
No fim da noite a PM informou que estes passavam dos 50.	At the end of the night, the police reported that the number was more than 50.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Ao menos 5 pessoas foram feridas e levadas para hospitais.	At least five people were injured and taken to hospitals.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Alguns dos feridos atendidos na rua podem ser vistos nesse vídeo.	Some of the wounded treated on the street can be seen in this video.	Os pais estão com saudades e aflitos ao verem seus filhos nessa situação.
O gás lacrimogênio das bombas jogadas pela polícia chegaram a invadir uma estação de metrô.	Some tear gas bombs thrown by the police ended up in a subway station.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O ativista e jornalista Lucas Moraes escreveu em sua página do Facebook:	Activist and journalist Lucas Moraes wrote on his Facebook page:	O novo carrinho foi levado para a Praça Tiradentes, o marco zero de Curitiba, e ganhou uma identidade visual feita especialmente para ele.
51 presos em São Paulo por protestarem contra os aumentos das tarifas de ônibus.	51 arrested in São Paulo for protesting against the increase in bus fares.	A rodovia Transamazônica, na altura do quilômetro 50, também foi interditada.
Se você acha que já passamos de junho de 2013, feliz ano velho!	If you think we've already been through June 2013, happy old year!	Ele ainda te atende como se você fosse a melhor cliente, a mais especial e que ele ficou muito feliz em ver!
Que os movimentos sociais se preparem para enfrentar o modus operandi que os governos buscam perpetuar por meio de suas polícias militares.	May social movements prepare themselves to face the modus operandi that governments seek to perpetuate through their military polices.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
E preparem igualmente os seus pulmões para respirar muito gás lacrimogêneo vencido.	And may they also prepare their lungs to breathe a lot of expired tear gas.	Só que além disso, olha o que é ser pipoqueiro no século XXI: ele coloca um pacotinho com um guardanapo, um palito de dente e uma bala de hortelã.
O MTST (Movimento dos Trabalhadores Sem Teto), um dos mais poderosos movimentos sociais do país, deixou claro seu repúdio à violência da Polícia Militar, comandada pelo governador Alckmin e anunciou que participará de futuras manifestações:	The Homeless Workers Movement (MTST), one of the most powerful social movements in Brazil, made clear their rejection of the police violence commanded by São Paulo governor Geraldo Alckmin and announced they will participate in future events:	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
