source	target	search_result
Kalenderdatei zum Einfügen in KOrganizer	Calendar file to merge into korganizer	KOrganizer successfully imported and merged your. calendar file from ical into the currently opened calendar.
Test-Terminkalender	Test Date Book	KonsoleKalendar
Adressbuchdatei festlegen	Set address book file	& Edit Address Book
Terminkalender importieren	Import Date Book	Import Calendar
Beginn: %1. Ende: %2.Created record count	Start: %1. End: %2.	Start: %1, %2
Keine Änderungen durchgeführt.	No changes made.	Not modified.
Einer der Datenproxies lässt sich nicht initialisieren.	One of the data proxies could not be initialized.	Cannot Initiate the %1 Protocol
Ungültige Eintragszuordnung. Erster Abgleich wird durchgeführt.	Invalid record mapping. Doing first sync.	Invalid Bitorder.
Eine Datendatei auf dem PC kann nicht angelegt werden.	Could not open or create PC data store.	Cannot place file, unable to make directories.
Eine Datendatei auf dem PDA kann nicht angelegt werden.	Could not open or create Palm data store.	Failed to read PPD file. Possible reason follows:
Fehler beim Öffnen der Datenbanken auf PC und PDA; keine Daten zum Abgleichen.	Failed to open the PC database and the handheld database, no data to sync.	Unable to open database
Datenzuordnung nach Abgleich ungültig; Abgleich fehlgeschlagen.	Data mapping invalid after sync. Sync failed.	Invalid Bitorder.
Endsummen nach Abgleich ungültig; Abgleich fehlgeschlagen.	Ending counts do not match after sync. Sync failed.	End date invalid.
Änderungen sind zu tiefgreifend; Abgleich fehlgeschlagen.	Changes are too volatile. Sync failed.	ERROR: Nested too deep, ignored.
Die Änderungen werden auf den PDA übertragen	Commiting changes to the handheld	Configuration for PDA
Änderungen am PDA können nicht gespeichert werden. Abgleich fehlgeschlagen.	Could not save Palm changes. Sync failed.	Cannot write archive. %1
Die Änderungen werden auf den PC übertragen	Commiting changes to the PC datastore	Wir besitzen einen Computer
Änderungen am PC können nicht gespeichert werden. Abgleich fehlgeschlagen.	Could not save PC changes. Sync failed.	Creating backup failed. File not saved.
Größere Änderungen entdeckt	Large Changes Detected	Description of what changed
Das Abgleichmodul %1 hat an %2 sehr viele Änderungen vorgenommen. Möchten Sie diese Änderungen zulassen? Details: \t%3	The %1 conduit has made a large number of changes to your %2. Do you want to allow this change? Details: \t%3	Change %1. %2
PC	PC	pc
Erster Abgleich wird durchgeführt. Dies kann einige Zeit dauern.	Doing first sync. This may take a while.	Time: %1 - %2
Die PDA-Einträge werden zum PC abgeglichen.	Syncing handheld records to pc.	Configuration for PDA
Die Einträge werden vom PC zum PDA abgeglichen.	Syncing PC records to handheld.	Configuration for PDA
Der folgende Eintrag wurde sowohl auf dem PDA als auch auf dem PC geändert: PC-Eintrag: \tThe pc record is deleted.	The following item was modified both on the Handheld and on your PC: PC entry: \t	Archive deleted.
gelöscht	deleted	Removed
PDA-Eintrag: \tThe pilot record is deleted.	Handheld entry: \t	Archives deleted.
Welcher Eintrag soll beibehalten werden? Der andere Eintrag wird überschrieben.	Which entry do you want to keep? It will overwrite the other entry.	Overwrite or append?
Kollidierende Einträge	Conflicting Entries	Kollision
PDAThis is the Null conduit, used for testing	Handheld	This plugin is purely for unit-test
Null-Abgleichmodul für KPilot	Null Conduit for KPilot	KPilotDaemon
Richtet das Null-Abgleichmodul für KPilot ein	Configures the Null Conduit for KPilot	KPilotDaemon
(C) 2001, 2007, Adriaan de Groot	(C) 2001, 2007, Adriaan de Groot	(c) 2007, Alexander Dymo
Das NULL-Abgleichmodul wird immer fehlschlagen.	NULL conduit is programmed to fail.	LockNull: All locks fail.
Aufgaben-Abgleich für KPilot	To-do Conduit for KPilot	KPilot Information
Richtet den Aufgaben-Abgleich für KPilot ein	Configures the To-do Conduit for KPilot	KPilotDaemon
(C) 2008, Bertjan Broeksema	(C) 2008, Bertjan Broeksema	(c) 2008 Marijn Kruisselbrink
Bertjan Broeksema	Bertjan Broeksema	Bertjan Broeksema b. broeksema@home. nl
Überarbeitung, Portierung auf Akonade und Basisbibliotheken	Rewrite and port to Akonadi and Base libraries	Migration of KResource settings and application to Akonadi
Ursprünglicher Autor des alten Abgleichmoduls	Original author of the old conduit	Original german translator
Herwin-Jan Steenhouwer	Herwin-Jan Steenhouwer	Herwin Jan Steehouwer
Wählen Sie die Aufgaben-Sammlung:	Select ToDo Collection:	Task Name:
Fehler: Die PDA-Datenbank ist nicht geladen.	Error: Handheld database is not loaded.	Unable to retrieve printer information. Error received:
Fehler: Es ist keine gültige Akonadi-Sammlung eingerichtet.	Error: No valid akonadi collection configured.	No current Akonadi server error log found.
Notizdatei	Memofile	Notifications
Die Notiz-Datenbanken auf dem PDA können nicht geöffnet werden.	Unable to open the memo databases on the handheld.	Unable to open database
Vom PDA aus kann nicht initialisiert werden.	Cannot initialize from pilot.	Unable to Initialize Input/ Output Device
Die Notizen-Dateien vom Speichermedium können nicht initialisiert werden.	Cannot initialize the memo files from disk.	Could not extract document from storage: %1
Abgleich mit„ %1“ wird durchgeführt.	Syncing with %1.	“ %1”
PDA wird zum PC kopiert...	Copying Pilot to PC...	Export Export to Picasaweb...
PC wird zum PDA kopiert...	Copying PC to Pilot...	Copy Folder To...
Normaler Abgleich wird durchgeführt...	Doing regular sync...	Normal:
Notizdatei-Abgleichmodul für KPilot	Memofile Conduit for KPilot	KPilotDaemon
Richtet den Notizen-Abgleich für KPilot ein	Configures the Memofile Conduit for KPilot	KPilot Information
(C) 2004, Jason‚ vanRijn‘ Kasper	(C) 2004, Jason'vanRijn 'Kasper	(c) 2004 Tobias Koenig
Jason‚ vanRijn‘ Kasper	Jason'vanRijn 'Kasper	& Jason. Katz-Brown. mail;
Hardwareinformationen	HardwareInfo	Hardware information
Speicherinformationen	MemoryInfo	Memory information
Festspeicher-Informationen	StorageInfo	File Info
Datenbankenliste	DatabaseList	Database
Eintragnummern	RecordNumbers	ID Number
Abgleichsinformationen	SyncInfo	Informations
KDE-Version	KDEVersion	KDE version:
PalmOS-Version	PalmOS version	Palm/ Wireless Emulator
Informationen zur Fehlersuche	DebugInformation	Information/ Error message
KPilot Systeminformations-Abgleichmodul	KPilot System Information conduit	KPilotDaemon
Ermittelt System-, Hardware- und Benutzerinformationen vom PDA und speichert sie in eine Datei.	Retrieves System, Hardware, and User Info from the Handheld and stores them to a file.	Configuration for PDA
(C) 2003, Reinhold Kainhofer	(C) 2003, Reinhold Kainhofer	Reinhold Kainhofer reinhold@kainhofer. com
SysteminformationenValue of the item is unknown	System Information	"Unknown item type ""%1"""
Passwort gesetzt	Password set	Password
Kein Passwort gesetzt.	No password set	No Password
Keine Karten verfügbar via pilot-link	No Cards available via pilot-link	No Database Connection
Keine Debugdaten	No debug data	No ObjectData
Fehler beim Öffnen der Ausgabedatei, stattdessen wird %1 benutzt.	Unable to open output file, using %1 instead.	Error opening file %1. %2.
PDA-Systeminformationen in Datei %1 geschrieben	Handheld system information written to the file %1	%1 File
Kalender-Abgleich für KPilot	Calendar Conduit for KPilot	KonsoleKalendar
Richtet den Kalender-Abgleich für KPilot ein	Configures the Calendar Conduit for KPilot	Use & KPilot
Kalender auswählen:	Select Calendar:	Calendar System:
MAL	MAL	Malay
MAL-Abgleich wird übersprungen, da der letzte Abgleich noch nicht lange genug her ist.	Skipping MAL sync, because last synchronization was not long enough ago.	%1 remaining until next long break
MAL-Abgleich ist fehlgeschlagen (keine SyncInfo).	MAL synchronization failed (no SyncInfo).	Invalid symlink
Es ist kein Proxy-Server eingerichtet.	No proxy server is set.	No Directory Servers Configured
Der Proxy-Server %1 wird verwendet.	Using proxy server: %1	Unknown proxy host %1
Es ist kein & SOCKS-Proxy eingerichtet.	No SOCKS proxy is set.	no proxy
Der & SOCKS-Proxy-Server %1 wird verwendet.	Using SOCKS proxy: %1	Use a SOCKS proxy server:
MAL-Abgleichmodul für KPilot	MAL Synchronization Conduit for KPilot	KPilot Main Configuration
Gleicht den Inhalt von MAL-Servern wie AvantGo mit dem PDA ab	Synchronizes the content from MAL Servers like AvantGo to the Handheld	Synchronize AvantGo (or generally a MAL server's content) to the handheld. This allows you to view web-pages offline on the handheld, like your cinema or TV schedule, or any other web page.
(C) 2002, Reinhold Kainhofer	(C) 2002, Reinhold Kainhofer	(C) 2002, Ian Reinhart Geiser
Jason Day	Jason Day	Julian Day
Autor von libmal und des Abgleichs JPilot AvantGo	Author of libmal and the JPilot AvantGo conduit	Klarauml; lvdalens Datakonsult AB
Tom Whittaker	Tom Whittaker	Whittier
Autor von syncmal	Author of syncmal	Sync XMP caption
AvantGo, Inc.	AvantGo, Inc.	Avantgarde
Autoren der Bibliothek malsync (c) 1997-1999	Authors of the malsync library (c) 1997-1999	(C) 1997-2000 Matthias Ettrich (ettrich@kde. org)
Schlüsselbund-Abgleichmodul für KPilot	Keyring Conduit for KPilot	KPilot Main Configuration
Richtet den Schlüsselbund-Abgleich für KPilot ein.	Configures the Keyring Conduit for KPilot	Configure KPlato...
(C) 2007, Bertjan Broeksema	(C) 2007, Bertjan Broeksema	(c) 2007 Matthew Woehlke
Schlüsselbund-Abgleichmodul	Keyring Conduit	KDED Password Module
Fehler: Triple-DES wird nicht unterstützt. Eine Weiterbearbeitung ist nicht möglich.	Error: Triple DES not supported. Unable to continue.	Sorry, this file format is not supported.
Passwort ungültig.	Password invalid.	No Password
Fehler beim Öffnen der digitalen Brieftasche.	Error: Could not open wallet.	Error while opening the Mobipocket document.
Passwort ungültig. Tragen Sie im Einstellungen-Dialog das korrekte Passwort ein.	Password invalid. Update your password in the settings dialog.	Incorrect password. Please try again.
Geben Sie das Passwort für den Schlüsselbund ein	Enter your Keyring password	Connection Password
KPilot kümmert sich	KPilot cares	KPilot Information
Danke, dass Sie sich für KPilot entschieden haben!	Thanks for using KPilot!	KPilot
Kontakte-Abgleich für KPilot	Contacts Conduit for KPilot	KPilot Information
Richtet den Kontakte-Abgleich für KPilot ein	Configures the Contacts Conduit for KPilot	KPilotDaemon
Adressbuch auswählen:	Select Address Book:	Address book:
Einstellen der Uhrzeit auf dem PDA	Setting the clock on the handheld	Configuration for PDA
PalmOS 3.25 und 3.3 erlauben es nicht, die Systemzeit einzustellen. Der Zeitabgleich wird übersprungen...	PalmOS 3.25 and 3.3 do not support setting the system time. Skipping the time conduit...	Cannot set SimClock: Invalid Date/ Time.
Zeitabgleich für KPilot	Time Synchronization Conduit for KPilot	KPilot
Gleicht die Zeit zwischen PDA und PC ab.	Synchronizes the Time on the Handheld and the PC	Configuration for PDA
Fehler beim lesenden Zugriff auf Textdatei %1.	Unable to open text file %1 for reading.	Error while reading from file %1
Datenbank kann nicht zum Schreiben geöffnet werden.	Unable to open Database for writing	Unable to open database
Die Palm-Doc Datenbank %1 kann nicht geöffnet werden	Unable to open palm doc database %1	"Opening database ""%1"" failed."
Kein Dateiname zur Konversion angegeben	No filename set for the conversion	No File Name Given
Datenbank kann zum Lesen nicht geöffnet werden	Unable to open Database for reading	Unable to open database
Datenbank-Kopfsatz für die Datenbank %1 kann nicht gelesen werden.	Unable to read database header for database %1.	"Could not read database property ""%1""."
Fehler beim Öffnen der Ausgabedatei %1.	Unable to open output file %1.	Error opening file %1
Texteintrag Nr. %1 von Datenbank %2 kann nicht gelesen werden.	Could not read text record #%1 from Database %2	Could not read script '%1 '. Error %2
Lesezeicheneintrag Nr. %1 von Datenbank %2 kann nicht gelesen werden.	Could not read bookmark record #%1 from Database %2	Could not read script '%1 '. Error %2
Die Datei %1 für die Lesezeichen von %2 kann nicht geöffnet werden.	Unable to open file %1 for the bookmarks of %2.	Cannot open file %1: %2
DOC	DOC	Doc
Datenbanken und Texte zum Abgleichen werden gesucht	Searching for texts and databases to synchronize	& Compare Files
Datenbank wurde angelegt.	Database created.	New database
Das lokal erstellte PalmDOC %1 kann nicht auf dem PDA installiert werden.	Unable to install the locally created PalmDOC %1 to the handheld.	PalmDOC Converter
Konvertierung von PalmDOC„ %1“ schlug fehl.	"Conversion of PalmDOC ""%1"" failed."	PalmDOC Converter
Die Datenbank %1 kann nicht geöffnet bzw. erzeugt werden.	Unable to open or create the database %1.	"Could not create database ""%1""."
Konfliktauflösung	Conflict Resolution	Resolving Conflicts
Abgleich durch den Benutzer abgebrochen.	Sync aborted by user.	User Mismatch
Text„ %1“ wird abgeglichen	"Synchronizing text ""%1"""	%1 removed
Konfliktbereinigung	Resolution Dialog	Conflict
Ein Ordner-Abgleich wird durchgeführt, %1 ist aber ein Dateiname. Soll stattdessen der Ordner %2 benutzt werden?	You selected to sync folders, but gave a filename instead (%1). Use folder %2 instead?	Backup file '%1 'exists and is newer than '%2'. Should the backup file be used?
Ordner benutzen	Use Folder	Use & folders
Der Ordner %1 für die PDA-Datenbank-Dateien ist kein gültiger Ordner.	The folder %1 for the handheld database files is not a valid directory.	"Could not find database driver ""%1""."
Der Ordner %1 für die Textdateien kann nicht erzeugt werden.	The folder %1 for the text files could not be created.	Cannot find font %1, file %2.
Die folgenden Texte wurden erfolgreich konvertiert:	The following texts were successfully converted:	Convert:
Konvertierung erfolgreich	Conversion Successful	Conversion
Es wurde keine Textdatei korrekt konvertiert	No text files were converted correctly	Unable to convert document content
Konvertierung der Datei %1 erfolgreich.	Conversion of file %1 successful.	Successfully converted track %1.
Der Ordner %1 für die Textdateien ist kein gültiger Ordner.	The folder %1 for the text files is not a valid folder.	Cannot find font %1, file %2.
